node,x,y,hrsexceeded
219,1182675.26,244439.575,90
220,1180372.21,243916.746,140
221,1178277.66,242682.935,161
222,1175924.57,241544.894,86
223,1173657.89,240205.089,13
224,1171465.55,238673.484,0
225,1169363.06,237025.272,178
226,1167368.49,235237.133,199
227,1165491.71,233317.488,259
228,1163737.73,231267.756,294
229,1162114.15,229078.653,255
230,1160349.3,226656.955,310
231,1159100.21,223978.412,372
232,1157964.79,221491.568,312
233,1157019.02,218968.304,288
234,1156247.28,216396.189,246
235,1155651.91,213784.1,321
236,1155235.29,211144.397,382
237,1154997.46,208490.393,433
238,1154929.36,205828.721,425
239,1155044.22,203190.359,352
240,1155330.57,200578.735,290
241,1155792.21,197997.403,337
242,1156406.9,195466.428,517
243,1157176.04,192996.278,888
244,1158092.37,190596.93,961
245,1159147.93,188277.915,187
246,1160333.77,186047.934,184
247,1161640.14,183914.743,603
248,1163056.45,181885.225,151
249,1164572.68,179965.514,88
250,1166174.55,178159.523,22
251,1167842.86,176469.939,0
252,1169596.85,174895.321,0
253,1171333.91,173447.479,0
254,1173201.92,171938.094,0
255,1175421.07,170829.056,0
256,1177093.14,169550.258,0
257,1178461.73,168025.93,0
258,1179964.82,167068.818,0
259,1204848.28,245208.754,101
260,1202894.82,244000.989,96
261,1201239.95,244793.226,28
262,1199363.7,244214.053,37
263,1197449.95,245259.859,0
264,1195513.42,244393.691,0
265,1193358.92,244412.956,24
266,1190985.01,244149.535,44
267,1188643.36,243759.738,69
268,1186271.57,243185.677,70
269,1183877.3,242466.736,92
270,1181213.54,241657.757,116
271,1178752.61,240374.491,92
272,1176472.81,239164.487,86
273,1174298.92,237811.076,47
274,1172211.27,236300.174,18
275,1170217.48,234654.331,84
276,1168330.86,232873.91,186
277,1166563.37,230966.549,149
278,1164922.45,228939.817,193
279,1163399.99,226810.165,250
280,1162056.96,224593.274,246
281,1160886.23,222255.842,254
282,1159855.06,219864.403,249
283,1158991.44,217412.096,261
284,1158299.47,214912.139,326
285,1157782.48,212378.079,391
286,1157441.77,209823.846,413
287,1157276.4,207263.513,353
288,1157284.07,204710.926,321
289,1157461.22,202179.498,287
290,1157802.97,199682.096,260
291,1158302.56,197230.768,409
292,1158952.59,194836.66,787
293,1159745.29,192510.088,791
294,1160672.04,190260.431,182
295,1161723.46,188096.002,201
296,1162889.53,186023.944,342
297,1164159.89,184050.127,81
298,1165522.95,182179.672,54
299,1166972.65,180416.032,20
300,1168481.92,178760.636,0
301,1170014.95,177183.45,0
302,1171730.63,175791.259,0
303,1173259.53,174176.336,0
304,1174739.28,172895.714,0
305,1176488.28,172818.873,0
306,1177699.61,171429.321,0
307,1178959,169944.023,0
308,1180211.52,168902.357,0
309,1204562.26,243249.515,139
310,1202852.09,242210.573,139
311,1201043.48,242565.839,94
312,1199107.94,242140.932,99
313,1197356.18,243205.382,18
314,1195099.3,242400.627,47
315,1192558.42,242254.221,38
316,1190373.41,241874.482,40
317,1188229.77,241512.265,38
318,1185923.29,240886.114,18
319,1183699.65,240120.082,16
320,1181493.37,239229.027,19
321,1179311.33,238161.018,24
322,1177174.77,236960.668,20
323,1175101.63,235614.185,17
324,1173120.26,234123.012,0
325,1171227.16,232495.995,32
326,1169441.9,230737.658,118
327,1167775.57,228856.8,121
328,1166229.14,226862.336,164
329,1164835.66,224767.816,184
330,1163592.62,222582.855,225
331,1162508.14,220307.553,227
332,1161581.55,217971.266,269
333,1160822.02,215583.126,321
334,1160232.72,213156.686,390
335,1159815.68,210705.971,398
336,1159570.58,208245.369,366
337,1159495.28,205789.206,379
338,1159585.89,203351.385,443
339,1159837.13,200945.183,422
340,1160242.02,198582.772,553
341,1160792.16,196275.343,674
342,1161478.97,194033.022,506
343,1162293.38,191864.814,227
344,1163225.74,189778.488,252
345,1164265.83,187780.508,669
346,1165403.44,185875.876,145
347,1166628.84,184068.157,27
348,1167929.36,182360.719,0
349,1169321.86,180766.256,0
350,1170685.81,179279.346,0
351,1171825.86,177862.338,0
352,1173246.26,177526.882,0
353,1173705.78,175703.693,0
354,1175312.8,174707.989,0
355,1177217.81,174629.148,0
356,1178446.15,173255.41,0
357,1179632.37,171748.038,0
358,1180995.24,170653.485,0
359,1204240.07,241295.898,162
360,1202310.77,240467.62,160
361,1200564.66,240456.522,144
362,1198815.42,240163.163,149
363,1197188.8,241233.266,92
364,1195456.78,240201.16,113
365,1193820.27,240723.663,67
366,1192035.13,240035.192,62
367,1190212.16,239518.442,48
368,1188088.43,239618.314,12
369,1186216.31,238754.954,0
370,1184139.8,238000.119,0
371,1182010.15,237107.875,0
372,1179920.21,236088.422,0
373,1177860.33,234870.778,0
374,1175939.2,233523.184,10
375,1174053.47,232052.54,9
376,1172263.15,230447.02,0
377,1170578.87,228716.139,77
378,1169013.23,226868.068,97
379,1167577.37,224912.375,143
380,1166281.49,222859.647,195
381,1165135.06,220721.556,251
382,1164145.22,218511.008,287
383,1163316.43,216242.258,329
384,1162652.18,213929.734,303
385,1162154.93,211587.905,255
386,1161825.1,209231.449,297
387,1161661.12,206875.03,430
388,1161659.49,204533.006,502
389,1161814.2,202219.022,564
390,1162117.95,199945.606,627
391,1162562.05,197724.018,549
392,1163137.22,195564.236,444
393,1163834.06,193474.95,231
394,1164642.84,191463.57,318
395,1165553.56,189536.011,666
396,1166555.89,187696.641,375
397,1167640.99,185948.64,29
398,1168802.04,184290.101,12
399,1170030.65,182716.122,0
400,1171548.68,181320.742,0
401,1172604.12,179615.735,0
402,1174251.72,179171.308,0
403,1174800.61,176968.598,0
404,1176311.21,176417.587,0
405,1177982.05,176329.506,0
406,1179148.18,174996.664,0
407,1180340.13,173522.197,0
408,1181695.32,172440.882,0
409,1203883.9,239348.189,148
410,1201954.9,238558.952,159
411,1200243.83,238553.473,179
412,1198569.49,238280.62,180
413,1197050.62,239228.544,156
414,1195403.66,238218.269,180
415,1193738.12,238799.076,130
416,1192099.08,237899.728,124
417,1190527.17,237127.685,105
418,1188591.26,237799.926,21
419,1186554.1,236633.84,10
420,1184282.84,235898.16,0
421,1182289.79,234936.134,0
422,1180328,234175.867,0
423,1178749.07,232894.247,0
424,1176886.96,231607.741,4
425,1175102.27,230164.965,3
426,1173407.68,228593.214,0
427,1171817.75,226901.131,34
428,1170344.66,225097.515,110
429,1168999.74,223192.185,154
430,1167793.2,221196.099,203
431,1166733.85,219121.424,199
432,1165828.06,216981.78,188
433,1165079.89,214791.663,150
434,1164492.18,212565.815,122
435,1164066.12,210319.056,122
436,1163800.89,208066.257,340
437,1163693.7,205822.099,467
438,1163739.13,203600.502,500
439,1163929.66,201414.454,521
440,1164256.58,199275.554,458
441,1164710.14,197193.87,306
442,1165280.48,195178.003,227
443,1165958.02,193235.146,209
444,1166732.99,191371.103,581
445,1167595.85,189589.75,469
446,1168536.64,187894.319,37
447,1169551.13,186285.718,32
448,1170628.63,184770.401,18
449,1171769.5,183416.285,0
450,1173254.14,182670.652,0
451,1173654.3,181059.023,0
452,1175275.11,180570.358,0
453,1175693.16,178543.032,0
454,1177123.29,178031.521,0
455,1178685.46,177919.827,0
456,1179802.85,176675.423,0
457,1181005.88,175263.036,0
458,1182398.26,174227.218,0
459,1203447.22,237416.936,118
460,1201434.76,236603.648,154
461,1199830.31,236943.536,182
462,1198479.15,236469.332,205
463,1196985.08,237340.52,250
464,1195518.54,236348.014,350
465,1193889.85,236879.762,252
466,1192401.2,235906.939,292
467,1190945.05,235147.924,268
468,1188938.23,235954.061,61
469,1187562.27,234665.105,37
470,1185562.26,234391.575,13
471,1183651.34,233439.27,0
472,1181507.37,232449.19,0
473,1179558.32,231050.044,0
474,1177763.69,229736.29,0
475,1176072.83,228310.188,6
476,1174476.19,226766.924,0
477,1172983.34,225111.413,66
478,1171606.14,223351.522,122
479,1170355.49,221497.265,162
480,1169241.1,219559.863,204
481,1168270.97,217552.145,165
482,1167450.37,215488.103,129
483,1166782.75,213382.489,116
484,1166269.71,211250.164,127
485,1165911.06,209106.034,193
486,1165704.45,206964.817,289
487,1165645.29,204840.611,311
488,1165726.63,202746.631,322
489,1165939.92,200694.667,308
490,1166275.45,198694.924,231
491,1166723.18,196755.986,185
492,1167273.33,194884.965,126
493,1167916.81,193087.378,316
494,1168643.71,191367.373,314
495,1169446.25,189727.382,97
496,1170315.32,188165.435,35
497,1171271.4,186716.706,28
498,1172323.31,185382.821,18
499,1173270.77,184300.381,0
500,1174629.26,183876.785,0
501,1174899.12,182301.796,0
502,1176304.69,181810.981,0
503,1176608.71,179972.523,0
504,1177937.3,179489.106,0
505,1179404.27,179366.863,0
506,1180382.01,178269.487,0
507,1181592.15,176960.748,0
508,1183016.93,176043.603,0
509,1202952.67,235499.686,98
510,1201328.95,234794.449,116
511,1199854.26,235198.802,181
512,1198439.9,234905.351,229
513,1197075.11,235564.889,314
514,1195792.47,234603.308,380
515,1194198.5,235064.198,379
516,1192861.85,234106.727,375
517,1191470.12,233375.257,369
518,1189560.92,234092.703,251
519,1188403.17,232625.11,230
520,1186701.24,232956.49,34
521,1185094.33,232085.194,20
522,1183336.62,231175.828,7
523,1181575.74,230127.229,0
524,1179870.09,228916.339,10
525,1178225.22,227608.496,0
526,1176659.29,226184.322,26
527,1175184.28,224648.894,76
528,1173813.72,223009.854,190
529,1172559.37,221276.018,269
530,1171431.2,219458.327,271
531,1170438.31,217568.86,251
532,1169586.4,215621.053,162
533,1168879.86,213629.421,134
534,1168320.15,211608.714,123
535,1167907.51,209573.699,123
536,1167639.67,207539.005,207
537,1167512.01,205518.672,271
538,1167517.95,203525.602,301
539,1167648.91,201571.621,281
540,1167895.47,199666.622,219
541,1168247.8,197818.903,164
542,1168696.37,196035.26,80
543,1169231.73,194320.893,92
544,1169846.31,192679.009,149
545,1170528.44,191113.856,73
546,1171275.87,189618.178,14
547,1172091.58,188226.087,21
548,1173082.64,186870.691,19
549,1174263.08,185532.914,5
550,1175758.78,184797.458,0
551,1176019.42,183376.765,0
552,1177305.11,182894.398,0
553,1177522.36,181247.612,0
554,1178746.5,180796.285,0
555,1179952.18,180635.467,0
556,1181007.23,179851.483,0
557,1181850.11,178487.402,0
558,1183515.59,177896.948,0
559,1202427.8,233590.515,95
560,1201371.89,233401.553,91
561,1200250.19,233577.57,118
562,1198874.09,233457.878,222
563,1197346.84,233879.51,297
564,1196105.79,233000.871,331
565,1194596.51,233347.928,395
566,1193318.65,232422.341,386
567,1191967.72,231685.709,388
568,1190200.31,232245.145,343
569,1188994.29,230767.157,340
570,1187002.13,231183.214,186
571,1185338.9,230045.42,45
572,1183481.3,229179.116,26
573,1181813.02,228075.629,16
574,1180219.98,226859.932,1
575,1178695.21,225543.527,40
576,1177248.18,224120.663,81
577,1175892.62,222596.039,168
578,1174643.13,220979.103,255
579,1173509.63,219276.719,336
580,1172501.92,217502.922,331
581,1171625.32,215669.057,319
582,1170886.55,213789.862,266
583,1170285.82,211879.45,224
584,1169824.39,209952.33,229
585,1169500.36,208022.865,248
586,1169309.16,206104.961,260
587,1169244.18,204211.487,278
588,1169297.75,202353.556,257
589,1169459.79,200541.705,203
590,1169721.26,198783.336,120
591,1170073.23,197085.346,41
592,1170506.64,195451.952,109
593,1171012.99,193887.463,132
594,1171589.02,192392.924,59
595,1172211.86,190969.857,37
596,1172892.47,189616.965,0
597,1173673.09,188304.999,0
598,1174606.96,187034.679,6
599,1175706.12,186134.822,0
600,1176884.67,185548.376,0
601,1177069.9,184296.561,0
602,1178254.64,183832.554,0
603,1178431.87,182361.318,0
604,1179579.91,181947.585,0
605,1180751.68,181568.124,0
606,1181811.85,181115.705,0
607,1182480.99,179666.726,0
608,1183646.79,179808.876,0
609,1202184.73,232629.283,57
610,1201063.29,232332.854,73
611,1199969.98,232259.033,101
612,1198943.98,231997.916,155
613,1197669.71,232282.308,261
614,1196462.62,231648.063,292
615,1195007.17,231636.142,389
616,1193608.88,230826.998,450
617,1192273.75,230070.071,443
618,1190662.4,230570.785,383
619,1189478.37,228975.032,380
620,1187613.87,229576.186,338
621,1186511.96,228372.049,324
622,1185034.14,227974.392,238
623,1183422.74,227120.466,44
624,1181893.44,225960.555,36
625,1180432.61,224704.72,64
626,1179046.09,223378.406,108
627,1177715.67,221962.299,115
628,1176490.46,220448.027,155
629,1175372.21,218855.583,222
630,1174369.07,217185.39,288
631,1173486,215457.383,314
632,1172738.11,213684.708,310
633,1172115.6,211882.257,311
634,1171624.21,210062.227,353
635,1171261.42,208238.904,390
636,1171023.2,206425.578,393
637,1170902.99,204634.669,348
638,1170892.9,202877.403,271
639,1170986.24,201161.271,241
640,1171169.6,199498.304,96
641,1171436.72,197892.559,34
642,1171777.8,196345.459,122
643,1172189.46,194862.728,177
644,1172659.37,193447.437,121
645,1173209.2,192093.474,43
646,1173722.27,190842.173,0
647,1174304.13,189577.888,0
648,1174989.05,188397.116,0
649,1175858.14,187453.36,0
650,1176849.13,186755.176,0
651,1177900.85,186193.182,0
652,1178059.2,185081.605,0
653,1179130.61,184652.343,0
654,1179290.17,183339.984,0
655,1180337.85,182935.134,0
656,1181451.19,182656.911,0
657,1182364.13,182120.896,0
658,1182985.1,181036.234,0
659,1183891.19,180828.313,0
660,1201911.02,231676.501,20
661,1200810.26,231222.969,20
662,1199785.9,230972.436,49
663,1198641.76,230846.458,145
664,1197503.35,230706.992,216
665,1196223.95,230351.447,254
666,1194952.19,229964.337,373
667,1193633.27,229266.581,451
668,1192296.7,228446.083,464
669,1191056.16,229104.598,438
670,1190851.88,227641.197,452
671,1189459,227132.88,431
672,1188005.41,227827.887,374
673,1186428.82,226485.484,357
674,1184722.41,226216.635,295
675,1183332.25,225187.938,248
676,1181953.01,223966.096,172
677,1180644.29,222446.805,179
678,1179222.2,221099.243,158
679,1178022.51,219628.699,183
680,1176969.69,218108.906,202
681,1175976.89,216580.796,252
682,1175095.54,214927.5,267
683,1174385.59,213238.318,303
684,1173764.92,211537.945,315
685,1173268.94,209819.788,363
686,1172891.08,208100.233,386
687,1172628.78,206391.171,446
688,1172475.28,204704.7,492
689,1172423.01,203050.773,452
690,1172463.53,201438.451,372
691,1172602.49,199865.398,108
692,1172802.36,198367.417,36
693,1173053.8,196913.533,97
694,1173385.05,195521.122,179
695,1173773.15,194187.289,157
696,1174205.44,192920.941,67
697,1174862.63,191689.454,13
698,1174982.11,190566.172,0
699,1175569.74,189609.675,0
700,1176183.22,188679.564,0
701,1176978.68,187905.839,0
702,1177877.76,187254.536,0
703,1178830.18,186730.895,0
704,1178963.47,185757.397,0
705,1179927.78,185365.746,0
706,1180054.56,184204.996,0
707,1180965.85,183861.51,0
708,1181813.33,183748.031,0
709,1182556.25,183220.114,0
710,1183295.68,182292.57,0
711,1184132.33,181848.529,0
712,1201600.07,230735.61,13
713,1200555.08,230113.759,12
714,1199535.75,229798.337,33
715,1198447.92,229580.98,118
716,1197307.3,229365.47,153
717,1196092.71,228958.717,223
718,1194836.48,228488.495,282
719,1193524.84,227764.336,416
720,1192165.81,226929.092,468
721,1190787.96,226087.296,462
722,1189426.35,225517.136,443
723,1188006.87,226162.935,390
724,1186679.28,224610.831,386
725,1185085.38,224971.292,353
726,1183641.99,223884.011,327
727,1182587.26,222553.77,334
728,1181850.99,221180.71,345
729,1180608.83,220150.958,319
730,1179419.13,219057.427,277
731,1178604.06,217375.009,318
732,1177525.7,215874.702,287
733,1176562.64,214594.668,253
734,1176065.55,213023.814,291
735,1175421.9,211445.515,341
736,1174903.48,209827.258,422
737,1174490.52,208202.109,509
738,1174187.85,206586.135,590
739,1173987.24,204991.58,585
740,1173880.2,203427.751,544
741,1173859.32,201899.504,452
742,1173916.24,200405.636,235
743,1174139.49,198868.86,76
744,1174258.15,197387.968,103
745,1174526.53,196062.692,115
746,1174838.13,194811.986,157
747,1175213.93,193639.736,101
748,1175552.91,192592.048,29
749,1176445.14,191834.942,0
750,1176071.14,190779.769,0
751,1176688.17,189811.257,0
752,1177265.99,188975.386,0
753,1177995.35,188256.581,0
754,1178811.18,187651.959,0
755,1179682.26,187164.01,0
756,1179791.89,186323.411,0
757,1180664.45,185961.301,0
758,1180751.5,184969.193,0
759,1181565.55,184687.877,0
760,1182362.64,184416.059,0
761,1183058.05,184136.14,0
762,1183575.14,183296.496,0
763,1184366.45,182870.378,0
764,1201412,229794,1
765,1200386.57,228949.419,1
766,1199304.24,228655.138,26
767,1198220.05,228364.862,57
768,1197094.99,228068.271,127
769,1195899.9,227610.469,152
770,1194660.87,227081.31,209
771,1193358.69,226322.153,303
772,1192015.13,225449.292,423
773,1190639.37,224552.434,443
774,1189301.87,223918.01,447
775,1188165.61,224698.269,423
776,1187842.71,223267.763,438
777,1186434.31,222777.011,398
778,1185149.32,223529.571,383
779,1183889.56,222568.686,372
780,1183363.93,220953.824,396
781,1181992.38,219281.218,412
782,1180549.06,217971.825,346
783,1180034.25,216270.08,376
784,1179051.93,215115.311,358
785,1177851.39,213645.39,364
786,1177230.69,211860.232,380
787,1176650.08,210331.627,432
788,1176148.92,208785.752,502
789,1175773.91,207250.669,575
790,1175497.84,205736.932,578
791,1175310.05,204247.159,576
792,1175205.51,202791.853,537
793,1175174.59,201380.628,323
794,1175201.28,200024.23,185
795,1175450.47,198856.398,103
796,1175404.58,197729.26,99
797,1175606.94,196521.119,115
798,1175850.27,195348.054,135
799,1176162.34,194230.119,81
800,1176574.95,193137.384,48
801,1177351.16,192478.857,20
802,1177595.77,191636.586,0
803,1177187.32,190808.193,0
804,1177706.85,189944.276,0
805,1178244.98,189169.909,0
806,1178921.95,188522.422,0
807,1179653.3,187957.322,0
808,1180475.43,187522.135,0
809,1180553.98,186777.813,0
810,1181353.44,186424.33,0
811,1181410.49,185605.237,0
812,1182155.37,185321.465,0
813,1182867.69,185079.26,0
814,1183504.49,184853.337,0
815,1183774.65,184120.992,0
816,1184624.36,183886.485,0
817,1201273.73,228748.458,0
818,1200932.97,227828.218,0
819,1200054.84,227823.574,0
820,1199059.56,227533.524,13
821,1197989.45,227172.924,43
822,1196876.18,226815.922,100
823,1195692.74,226302.123,119
824,1194465.05,225724.305,162
825,1193172.15,224920.63,249
826,1191820.51,224032.522,383
827,1190520.56,222942.299,428
828,1189092.88,222440.292,464
829,1187679.26,221743.195,455
830,1186267.36,221175.664,450
831,1184979.08,221824.421,405
832,1184788.12,220240.755,444
833,1183466.9,219325.596,435
834,1183122.92,217882.003,424
835,1181907.27,217486.455,383
836,1181504.62,216097.11,352
837,1181071.6,214580.478,360
838,1180162.13,213695.103,368
839,1179205.63,213301.998,376
840,1178759.52,211929.755,404
841,1178373.12,210343.714,418
842,1177648.72,208955.852,496
843,1177227.94,207489.934,569
844,1176915.99,206061.613,580
845,1176665.77,204661.977,571
846,1176500.69,203286.39,549
847,1176406.96,201950.516,389
848,1176374.59,200658,213
849,1176420.49,199414.753,117
850,1176496.56,198197.999,124
851,1176604.94,197060.556,141
852,1176772.08,195962.556,100
853,1177018.81,194928.965,71
854,1177354.04,193978.646,51
855,1177822.15,193217.641,36
856,1178201.64,192437.814,45
857,1178448.43,191642.164,33
858,1178208.33,190777.009,0
859,1178566.9,189968.657,0
860,1179101.12,189370.85,0
861,1179776.55,188760.044,0
862,1180344.47,188205.421,0
863,1180935.35,188139.017,0
864,1181200.77,187643.374,0
865,1181258.14,187099.054,0
866,1181980.23,186789.849,0
867,1182042.42,186088.01,0
868,1182727.61,185821.812,0
869,1183370.99,185595.316,0
870,1183966.86,185361.886,0
871,1184209.8,184619.2,0
872,1184885.2,184792.6,0
873,1200767.3,226850.886,0
874,1199842.44,226768.772,0
875,1198836.29,226427.162,1
876,1197765.62,226006.877,32
877,1196655.5,225592.231,59
878,1195480,225026.245,103
879,1194261.53,224405.971,138
880,1192983.82,223558.141,183
881,1191807.04,222775.622,254
882,1191415.62,221576.703,193
883,1190174.67,221419.394,390
884,1188852.79,220979.509,480
885,1187441.28,220225.279,477
886,1186039.64,219648.72,473
887,1184658.82,218509.873,435
888,1184277.01,216876.436,381
889,1182920.43,216303.08,367
890,1182669.95,214810.21,344
891,1182507.15,213385.987,357
892,1181288.12,212838.699,390
893,1180095.68,212205.488,382
894,1179883.23,210788.885,387
895,1179945.85,209391.255,460
896,1178952.71,208621.408,513
897,1178459.36,207307.248,573
898,1178214.47,205938.24,556
899,1177902.5,204611.934,537
900,1177694.1,203323.436,532
901,1177569.24,202062.879,437
902,1177493.24,200850.469,254
903,1177479.62,199685.443,142
904,1177500.55,198559.794,61
905,1177569.12,197482.152,92
906,1177674.82,196456.435,55
907,1177827.35,195516.843,39
908,1178128.72,194633.334,4
909,1178551.81,193838.817,16
910,1178799.22,193053.73,41
911,1178984.04,192289.471,45
912,1179290.9,191699.596,37
913,1178929.66,191091.631,0
914,1179178.13,190345.787,11
915,1179716.04,189671.206,9
916,1180243.12,189247.514,0
917,1180683.33,188761.444,0
